"Código da obra";"Título Original";"Título no Brasil";"Ano de produção";"Diretor";"Data de liberação para exibição"
318380;"VINGANÇA";"VINGANÇA";2008;"PAULO HENRIQUE RAATZ PONS";"2008-12-01"
14026067;"CHANGELING";"A TROCA";2008;"CLINT EASTWOOD";"2008-11-28"
16005876;"GOMORRA";"GOMORRA";2008;"MATTEO GARRONE";"2008-11-28"
324722;"GARAGE OLIMPO";"GAREGE OLIMPO";1999;"MARCO BECHIS";"2008-11-28"
16005462;"TAXI TO THE DARK SIDE";"UM TAXI PARA A ESCURIDÃO";2007;"ALEX GIBNEY";"2008-11-27"
16005463;"15 ANS ET DEMI";"15 ANOS E MEIO";2008;"THOMAS SORRIAUX";"2008-11-26"
16005940;"LA BELLE PERSONNE";"A BELA JUNIE";2008;"CHRISTOPHE HONORÉ";"2008-11-26"
324565;"TERRA VERMELHA";"TERRA VERMELHA";2008;"MARCOS BECHIS";"2008-11-26"
125153;"ROMA";"ROMA";2004;"ADOLFO ARISTARIAN";"2008-11-24"
15001422;"INKHEART";"CORAÇÃO DE TINTA O LIVRO MÁGICO";2008;"IAIN SOFTLEY";"2008-11-24"
16000192;"MADAGASCAR: ESCAPE 2 AFRICA";"MADAGASCAR 2";2008;"ERIC DARNELL";"2008-11-24"
16005516;"ARRANGED";"ALGUÉM QUE ME AME DE VERDADE";2007;"STEFAN SCHAEFER;DIANE CRESPO";"2008-11-24"
14027799;"ARCTIC MONKEYS - AT THE APOLLO";"ARCTIC MONKEYS - AT THE APOLLO";2008;"RICHARD AYOADE";"2008-11-21"
15420;"MUSAS VOL. 02";"MUSAS VOL. 02";2005;"J. GASPAR";"2008-11-19"
15433;"SEXO NO SALÃO 2006";"SEXO NO SALÃO 2006";2006;"J. GASPAR";"2008-11-19"
26705;"FESTA À TRÊS";"FESTA À TRÊS";2005;"M. MAX";"2008-11-19"
268175;"DEPOIS DOS 40 VOL. 10";"DEPOIS DOS 40 VOL. 10";2005;"SANDRO LIMA";"2008-11-19"
268177;"MULHERES QUE TRAEM VOL. 03";"MULHERES QUE TRAEM VOL. 03";2005;"M. MAX";"2008-11-19"
318385;"BICÃO APAIXONADO";"BICÃO APAIXONADO";2005;"MARIANA LINHARES CALTABIANO";"2008-11-19"
318394;"THE DOG´S IN CONCERT";"THE DOG´S IN CONCERT";2005;"MARIANA LINHARES CALTABIANO";"2008-11-19"
318399;"NOITE DE TERROR";"NOITE DE TERROR";2005;"MARIANA LINHARES CALTABIANO";"2008-11-19"
319763;"FUMANDO ESPERO";"FUMANDO ESPERO";2008;"ADRIANA DE LUCENA NAVAIS DUTRA";"2008-11-18"
321669;"CAFÉ DOS MAESTROS";"CAFÉ DOS MAESTROS";2008;"LUIS MIGUEL KOHAN";"2008-11-18"
16005581;"CONTROL";"CONTROL";2007;"CHRIS ROOPE";"2008-11-17"
16005927;"JOY DIVISION";"JOY DIVISION";2007;"GRANT GEE";"2008-11-17"
309601;"FELIZ NATAL";"FELIZ NATAL";2008;"SELTON FIGUEIREDO MELO";"2008-11-17"
318389;"HIP HOP";"HIP HOP";2005;"MARIANA LINHARES CALTABIANO";"2008-11-17"
318390;"UMA HISTÓRIA DE NATAL";"UMA HISTÓRIA DE NATAL";2005;"MARIANA LINHARES CALTABIANO";"2008-11-17"
318391;"FÉRIAS FRUSTADAS";"FÉRIAS FRUSTADAS";2005;"MARIANA LINHARES CALTABIANO";"2008-11-17"
318396;"DIA DAS BRUXAS";"DIA DAS BRUXAS";2005;"MARIANA LINHARES CALTABIANO";"2008-11-17"
318397;"MAIÔ DE BOLINHAS";"MAIÔ DE BOLINHAS";2005;"MARIANA LINHARES CALTABIANO";"2008-11-17"
321206;"SEM CORTES";"SEM CORTES";2008;"M. MAX";"2008-11-14"
321215;"2 GATAS PARA CADA HOMEM";"2 GATAS PARA CADA HOMEM";2008;"M. MAX";"2008-11-14"
321219;"COLEGIAIS";"COLEGIAIS";2008;"M. MAX";"2008-11-14"
321223;"MEU 1º BIG MACKY";"MEU 1º BIG MACKY";2008;"M. MAX";"2008-11-14"
321230;"TOMANDO NO CÚ";"TOMANDO NO CÚ";2008;"M. MAX";"2008-11-14"
321233;"SEGREDOS";"SEGREDOS";2008;"M. MAX";"2008-11-14"
321243;"2008 CARNAVAL";"2008 CARNAVAL";2008;"M. MAX";"2008-11-14"
321251;"ILHA DO PRAZER";"ILHA DO PRAZER";2008;"M. MAX";"2008-11-14"
321257;"REFÉNS DO SEXO";"REFÉNS DO SEXO";2008;"M. MAX";"2008-11-14"
16005533;"BONNEVILLE";"A FORÇA DA AMIZADE";2006;"CHRISTOPHER N. ROWLEY";"2008-11-13"
260529;"DECEPTION";"A LISTA";2008;"MARCEL LANGENEGGER";"2008-11-13"
15005307;"HOW TO LOSE FRIENDS AND ALIENATE PEOPLE";"UM LOUCO APAIXONADO";2008;"ROBERT WEIDE";"2008-11-12"
15007642;"P2";"P2 - SEM SAÍDA";2007;"FRANCK KHALFOUN";"2008-11-12"
16005904;"IN BRUGES";"NA MIRA DO CHEFE";2008;"MARTIN MCDONAGH";"2008-11-12"
16006229;"SEX DRIVE";"SEX DRIVE: RUMO AO SEXO";2008;"SEAN ANDERS";"2008-11-12"
16006287;"THE DUCHESS";"A DUQUESA";2008;"SAUL DIBB";"2008-11-12"
16006355;"TWILIGHT";"CREPÚSCULO";2008;"CATHERINE HARDWICKE";"2008-11-12"
202648;"CHARLIE BARTLETT";"CHARLIE BARTLETT";2007;"JON POLL";"2008-11-12"
219496;"TRADE";"DESAPARECIDAS";2007;"MARCO KREUZPAINTNER";"2008-11-12"
219592;"LA SCONOSCIUTA";"A DESCONHECIDA";2006;"GIUSEPPE TORNATORE";"2008-11-12"
320797;"PAN-CINEMA PERMANENTE";"PAN-CINEMA PERMANENTE";2007;"CARLOS NADER";"2008-11-12"
319206;"ADAGIO SOSTENUTO";"ADAGIO SOSTENUTO";2008;"POMPEU LINO DE ALMEIDA AGUIAR NETO";"2008-11-11"
16006338;"THE SPIRIT";"THE SPIRIT - O FILME";2008;"FRANK MILLER";"2008-11-10"
15001069;"TRANSPORTER 3";"CARGA EXPLOSIVA 3";2008;"OLIVIER MEGATON";"2008-11-07"
16005532;"BODY OF LIES";"REDE DE MENTIRAS";2008;"RIDLEY SCOTT";"2008-11-07"
270311;"ONDE ANDARÁ DULCE VEIGA?";"ONDE ANDARÁ DULCE VEIGA?";2007;"GUILHERME DE ALMEIDA PRADO";"2008-11-07"
270963;"ORQUESTRA DOS MENINOS";"ORQUESTRA DOS MENINOS";2008;"PAULO THIAGO";"2008-11-06"
290114;"MEU NOME É DINDI";"MEU NOME É DINDI";2007;"BRUNO BARBOSA SAFADI";"2008-11-06"
316246;"DESERTO FELIZ";"DESERTO FELIZ";2007;"PAULO MAURÍCIO GERMANY CALDAS";"2008-11-05"
318911;"PANAIR DO BRASIL";"PANAIR DO BRASIL";2008;"MARCO ANTONIO ALTBERG";"2008-11-04"
14024312;"QUANTUM OF SOLACE";"007 - QUANTUM OF SOLACE";2008;"MARC FORSTER";"2008-11-03"
16005513;"APPALOOSA";"APPALOOSA :UMA CIDADE SEM LEI";2008;"ED HARRIS";"2008-10-31"
16006340;"THE NEIGHBOR";"UM AMOR DE VIZINHO";2007;"EDDIE O'FLAHERTY";"2008-10-30"
317411;"ROMANCE DE GUEL ARRAES";"ROMANCE DE GUEL ARRAES";2008;"MIGUEL ARRAES DE ALENCAR FILHO";"2008-10-30"
318129;"PRETÉRITO PERFEITO";"PRETÉRITO PERFEITO";2006;"GUSTAVO PIZZI";"2008-10-30"
318211;"DIAS E NOITES";"DIAS E NOITES";2008;"CARLOS ALBERTO COSTA SOUZA";"2008-10-30"
15003460;"BOLT";"BOLT - SUPERCÃO";2008;"BYRON HOWARD";"2008-10-24"
16005577;"COLLEGE";"COLEGIAIS EM APUROS";2008;"DEB HAGAN";"2008-10-24"
16005541;"BURN AFTER READING";"QUEIME DEPOIS DE LER";2008;"ETHAN COEN/ JOEL COEN";"2008-10-23"
16005518;"ASHES OF TIME REDUX";"CINZAS DO PASSADO REDUX";2008;"KAR WAI WONG";"2008-10-22"
16006225;"SCUSA MA TI CHIAMO AMORE";"LIÇÃO DE AMOR";2008;"FEDERICO MOCCIA";"2008-10-22"
16006275;"SUNSHINE BARRY & DISCO WORMS";"BARRY & A BANDA DAS MINHOCAS";2008;"THOMAS BORCH NIELSEN";"2008-10-22"
288334;"GUERRA DOS ROCHA";"GUERRA DOS ROCHA";2007;"JORGE FERNANDO DE MEDEIROS REBELLO";"2008-10-22"
304049;"MEMÓRIA PARA USO DIÁRIO";"MEMÓRIA PARA USO DIÁRIO";2007;"BETH FORMAGGINI";"2008-10-22"
310884;"PASSENGERS";"PASSAGEIROS";2008;"RODRIGO GARCIA";"2008-10-22"
315320;"SCAR 3D";"SCAR 3D A MARCA DO MAL";2007;"JED WEINTROB";"2008-10-22"
16005947;"LA FRONTIÈRE DE L'AUBE";"A FRONTEIRA DA ALVORADA";2008;"PHILIPPE GARREL";"2008-10-21"
16002610;"MAX PAYNE";"MAX PAYNE";2008;"JOHN MOORE";"2008-10-20"
16005992;"LA MISMA LUNA";"SOB A MESMA LUA";2007;"PATRICIA RIGGEN";"2008-10-20"
314093;"HI-SPEED SEX II";"LAMBORGHINI BABIES 2";2007;"TONI RIBAS";"2008-10-17"
314116;"THE PRIVATE LIFE OF ANGEL DARK";"ANGEL DARK: SWEET PECADORA!";2007;"TONI RIBAS";"2008-10-17"
314523;"THE PRIVATE LIFE OF SILVIA LANCOME";"SILVIA LANCOME SEM-VERGONHA É DIMINUTIVO!";2005;"TOM HEROLD";"2008-10-17"
314535;"TEASE ME";"CONECTA QUE EU CHORO!";2006;"B. SKOW";"2008-10-17"
314573;"EAST SIDE STORY";"GRAFFITTI BUTT!";2006;"VENA VIRAGO";"2008-10-17"
314589;"HOT PROPERTY";"A MANSÃO DA VOLÚPIA";2005;"PAUL THOMAS";"2008-10-17"
314632;"RUSSIAN INSTITUTE LESSON 1";"ALUNINHAS RUSSAS!";2007;"MARC DORCEL";"2008-10-17"
312295;"TITÃS - A VIDA ATÉ PARECE UMA FESTA";"TITÃS - A VIDA ATÉ PARECE UMA FESTA";2008;"JOAQUIM CLAUDIO CORREA DE MELLO JUNIOR";"2008-10-16"
314982;"MEU BRASIL";"MEU BRASIL";2007;"DANIELA BROITMAN";"2008-10-14"
16005495;"A THOUSAND YEARS OF GOOD PRAYERS";"MIL ANOS DE ORAÇÕES";2007;"WAYNE WANG";"2008-10-10"
16006294;"THE PRINCESS OF NEBRASKA";"A PRINCESA DE NEBRASKA";2007;"WAYNE WANG";"2008-10-10"
251443;"VALSA PARA BRUNO STEIN";"VALSA PARA BRUNO STEIN";2007;"PAULO EDUARDO MACHADO NASCIMENTO";"2008-10-10"
16006197;"REC";"REC";2007;"JAUME BALAGUERO";"2008-10-08"
249240;"NEVER BACK DOWN";"QUEBRANDO REGRAS";2008;"JEFF WADLOW";"2008-10-08"
292184;"O RETORNO";"O RETORNO";2008;"RODOLPHO NANNI PROCINE PROD. CINEMATOGRÁFICA";"2008-10-08"
309894;"O DEMONINHO DE OLHOS PRETOS";"O DEMONINHO DE OLHOS PRETOS";2007;"HAROLDO MARINHO BARBOSA";"2008-10-08"
312348;"A OUTRA MARGEM";"A OUTRA MARGEM";2006;"LUIS FILIPE ROCHA";"2008-10-08"
14024421;"HIGH SCHOOL MUSICAL 3: SENIOR YEAR";"HIGH SCHOOL MUSICAL 3: ANO DA FORMATURA";2008;"KENNY ORTEGA";"2008-10-06"
16006007;"LE SILENCE DE LORNA";"O SILÊNCIO DE LORNA";2008;"JEAN PIERRE DARDENNE, LUC DARDENNE";"2008-10-06"
16006083;"MIRRORS";"ESPELHOS DO MEDO";2008;"ALEXANDRE AJA";"2008-10-03"
16006204;"ROCKNROLLA";"ROCKNROLLA - A GRANDE ROUBADA";2008;"GUY RITCHIE";"2008-10-03"
263277;"CORPO";"CORPO";2004;"RUBENS REWALD E ROSSANA FOGLIA";"2008-10-02"
16006209;"ROGUE";"MORTE SÚBITA";2007;"GREG MACLEAN";"2008-09-30"
16005619;"DEATH RACE";"CORRIDA MORTAL";2008;"PAUL W.S. ANDERSON";"2008-09-29"
16005899;"IKLIMLER";"CLIMAS";2006;"NURE BILGE CEYLAN";"2008-09-26"
283212;"SPACE CHIMPS";"SPACE CHIMPS: MICOS NO ESPAÇO";2008;"KIRK DE MICCO";"2008-09-26"
307112;"CANA QUENTE";"CANA QUENTE";2007;"LUIZ ALBERTO SANTANA ZAKIR";"2008-09-26"
307299;"PINEAPPLE EXPRESS";"SEGURANDO AS PONTAS";2008;"DAVID GORDON GREEN";"2008-09-26"
16005417;"FIREFLIES IN THE GARDEN";"UM SEGREDO ENTRE NÓS";2008;"DENNIS LEE";"2008-09-25"
294460;"O ABORTO DOS OUTROS";"O ABORTO DOS OUTROS";2008;"CARLA REGINA GALLO SANTOS";"2008-09-24"
270695;"AS MENINAS";"AS MENINAS";2005;"SANDRA WERNECK TAVARES DE SOUZA";"2008-09-23"
16005878;"GOOD";"UM BOM HOMEM";2008;"VICENTE LUIZ NAZARETH AMORIM";"2008-09-22"
16006200;"RIGHTEOUS KILL";"AS DUAS FACES DA LEI";2008;"JOHN AVNET";"2008-09-22"
16006113;"OVER HER DEAD BODY";"NEM POR CIMA DO MEU CADÁVER";2008;"JEFF LOWELL";"2008-09-19"
306087;"TE DOY MIS OJOS";"PELOS MEUS OLHOS";2003;"ICÍAR BOLLAÍN";"2008-09-19"
16006281;"TAKEN";"BUSCA IMPLACÁVEL";2008;"PIERRE MOREL";"2008-09-17"
16006353;"TRAITOR";"O TRAIDOR";2008;"JEFFREY NACHMANOFF";"2008-09-17"
252812;"CHEGA DE SAUDADE";"CHEGA DE SAUDADE";2007;"LAIS BODANZKY";"2008-09-16"
303489;"A MULHER DO MEU AMIGO";"A MULHER DO MEU AMIGO";2008;"CLAUDIO PINHEIRO MONTEIRO TORRES";"2008-09-16"
15005259;"NIGHTS IN RODANTHE";"NOITES DE TORMENTA";2008;"GEORGE C. WOLFE";"2008-09-12"
15007616;"NICK & NORAH'S INFINITE PLAYLIST";"UMA NOITE DE AMOR E MÚSICA";2008;"PETER SOLLETT";"2008-09-12"
293498;"O MISTÉRIO DO SAMBA";"O MISTÉRIO DO SAMBA";2008;"CAROLINA DE MELLO JABOR";"2008-09-10"
303459;"PINDORAMA - A VERDADEIRA HISTÓRIA DOS SETE ANÕES";"PINDORAMA - A VERDADEIRA HISTÓRIA DOS SETE ANÕES";2007;"LEONARDO CRIVELLARE DE CASTRO GOMES";"2008-09-10"
304568;"ÚLTIMA PARADA - 174";"ÚLTIMA PARADA - 174";2008;"BRUNO VILLELA BARRETO BORGES";"2008-09-10"
16002900;"EAGLE EYE";"CONTROLE ABSOLUTO";2008;"D.J. CARUSO";"2008-09-09"
16006195;"RACHEL GETTING MARRIED";"O CASAMENTO DE RACHEL";2008;"JONATHAN DEMME";"2008-09-09"
16006220;"SAW V";"JOGOS MORTAIS V";2008;"DAVID HACKL";"2008-09-09"
303362;"ADORATION";"ADORAÇÃO";2008;"ATOM EGOYAN";"2008-09-09"
15004540;"THE BOY IN THE STRIPPED PAJAMAS";"O MENINO DO PIJAMA LISTRADO";2008;"MARK HERMAN";"2008-09-08"
15008941;"QUARANTINE";"QUARENTENA";2008;"JOHN ERICK DOWDLE";"2008-09-08"
16001276;"THE HOUSE BUNNY";"A CASA DAS COELHINHAS";2008;"FRED WOLF";"2008-09-08"
16001317;"STEP BROTHERS";"QUASE IRMÃOS";2008;"ADAM MCKAY";"2008-09-08"
16006213;"S.O.P.: STANDARD OPERATIN PROCEDURE";"PROCEDIMENTO OPERACIONAL PADRÃO";2008;"ERROL MORRIS";"2008-09-08"
16006374;"WHEN DID YOU LAST SEE YOUR FATHER?";"QUANDO VOCÊ VIU SEU PAI PELA ÚLTIMA VEZ?";2008;"ANAND TUCKER";"2008-09-08"
301216;"BRICK LANE";"A DESCOBERTA DO AMOR";2007;"SARAH GAVRON";"2008-09-08"
301869;"LAKEVIEW TERRACE";"O VIZINHO";2008;"NEIL LABUTE";"2008-09-08"
228425;"SERRAS DA DESORDEM";"SERRAS DA DESORDEM";2005;"ANDREA TONACCI";"2008-09-04"
250118;"5 FRAÇÕES DE UMA QUASE HISTÓRIA";"5 FRAÇÕES DE UMA QUASE HISTÓRIA";2007;"ARMANDO BARROSO MENDES FILHO";"2008-09-04"
291479;"ANDARILHO";"ANDARILHO";2007;"CLAUDIO GONTIJO GUIMARAES";"2008-09-04"
14028227;"AMAZON JACK 3 - JUNGO GOES BANANAS";"HUGO: TESOURO DA AMAZÔNIA";2007;"FLEMMING QUIST MØLLER";"2008-09-02"
286777;"SWEET LAND";"O VERDADEIRO AMOR";2005;"ALI SELIM";"2008-09-02"
297063;"CASA DA MÃE JOANA";"CASA DA MÃE JOANA";2008;"HUGO CARVANA DE HOLLANDA";"2008-09-02"
298713;"THE BLACK PIMPERNEL";"THE BLACK PIMPERNEL";2007;"ASA FARINGER";"2008-09-02"
302111;"VIER MINUTEN";"4 MINUTOS";2006;"CHRIS KRAUS";"2008-09-02"
297131;"CIVIC DUTY";"PARANÓIA AMERICANA";2006;"JEFF RENFROE";"2008-09-01"
16005772;"ELEGY: DYING ANIMAL";"FATAL";2008;"ISABEL COIXET";"2008-08-28"
26796;"HELENA MEIRELLES A DAMA DA VIOLA";"HELENA MEIRELLES A DAMA DA VIOLA";2004;"FRANCISCO DE PAULA GONCALVES PINHEIRO MELGAREJO";"2008-08-27"
289614;"BABYLON A.D.";"MISSÃO BABILÔNIA";2008;"MATHIEU KASSOVITZ";"2008-08-27"
299183;"BEZERRA DE MENEZES - O DIÁRIO DE UM ESPÍRITO";"BEZERRA DE MENEZES - O DIÁRIO DE UM ESPÍRITO";2008;"GLAUBER SANTOS PAIVA FILHO";"2008-08-26"
16005444;"LES CHANSONS D´AMOUR";"CANÇÕES DE AMOR";2007;"CHRISTOPHE HONORÉ";"2008-08-25"
16006364;"USELESS";"INÚTIL";2007;"XSTREAM PICTURES";"2008-08-25"
235169;"O ENGENHO DE ZÉ LINS";"O ENGENHO DE ZÉ LINS";2006;"VLADIMIR CARVALHO DA SILVA";"2008-08-25"
297467;"FETISH OBSESSIONS";"ARROMBA-TE SÉSAMO!";2007;"SUZI MEDUZA";"2008-08-25"
297487;"POPPY AND THE SEX ADDICTS";"SEXOPHOLIA!";2006;"ANTONIO ADAMO";"2008-08-25"
297608;"COLORS";"COLORS: FANTASIAS PROIBIDAS DA CLASSE MÉDIA!";2007;"BRYAN XIN";"2008-08-25"
297669;"DOUBLE UP";"MISTÉRIO NAS ENTRANHAS!";2007;"CHUCK LORDS";"2008-08-25"
297740;"DRIVE";"CONFISSÕES AO TAXISTA";2006;"REDERZA";"2008-08-25"
297750;"BREA´S CROWNING GLORY";"A GLÓRIA: ALÉM DE QUALQUER LIMITE!";2007;"LAURENT SKY";"2008-08-25"
172437;"MUSICAGEN";"MUSICAGEN";2005;"EDU FELISTOQUE E NEREU CERDEIRA";"2008-08-22"
298692;"CÂMARA VIAJANTE";"CÂMARA VIAJANTE";2007;"JOE DE FARIAS CHAVES PIMENTEL";"2008-08-22"
289273;"A DANÇA DA VIDA";"A DANÇA DA VIDA";2007;"JUAN RAUL ZAPATA MOSCOSO";"2008-08-19"
292804;"GAROA";"GAROA";2007;"GUALTER PUPO FILHO";"2008-08-18"
295790;"LINHA DE PASSE";"LINHA DE PASSE";2008;"DANIELA GONTIJO ALVES PINTO";"2008-08-18"
277840;"LINHA DE MONTAGEM";"LINHA DE MONTAGEM";1983;"RENATO CARVALHO TAPAJÓS";"2008-08-15"
15002775;"HELLBOY 2: THE GOLDEN ARMY";"HELLBOY 2 - O EXÉRCITO DOURADO";2008;"GUILLERMO DEL TORO";"2008-08-14"
16005578;"COMME LES AUTRES";"BABY LOVE";2008;"VINCENT GARENQ";"2008-08-14"
295095;"NOSSA VIDA NÃO CABE NUM OPALA";"NOSSA VIDA NÃO CABE NUM OPALA";2008;"REINALDO PINHEIRO";"2008-08-14"
15008947;"FLY ME TO THE MOON";"FLY ME TO THE MOON";2008;"BEM STASSEN";"2008-08-12"
281088;"RISCO LUCIO COSTA E A UTOPIA MODERNA, O";"RISCO LUCIO COSTA E A UTOPIA MODERNA, O";2003;"GERALDO LIMA FRUCTUOSO DA MOTTA FILHO";"2008-08-08"
289566;"ENSAIO SOBRE A CEGUEIRA";"ENSAIO SOBRE A CEGUEIRA";2008;"FERNANDO FERREIRA MEIRELLES";"2008-08-08"
16002160;"TROPIC THUNDER";"TROVÃO TROPICAL";2008;"BEN STILLER";"2008-08-06"
15006826;"CHASSEURS DE DRAGONS";"CAÇADORES DE DRAGÕES";2008;"ARTHUR QWAK";"2008-08-05"
15007414;"VICKY CRISTINA BARCELONA";"VICKY CRISTINA BARCELONA";2008;"WOODY ALLEN";"2008-08-05"
16005414;"DISASTER MOVIE";"SUPER-HERÓIS: A LIGA DA INJUSTIÇA";2008;"JASON FRIEDBERG, AARON SELTZER";"2008-08-05"
16005452;"MY BEST FRIEND'S GIRL";"AMIGOS, AMIGOS, MULHERES À PARTE";2008;"HOWARD DEUTCH";"2008-08-05"
16006277;"SWING VOTE";"SWING VOTE";2008;"JOSHUA MICHAEL STERN";"2008-08-05"
278994;"1958 O ANO EM QUE O MUNDO DESCOBRIU O BRASIL";"1958 O ANO EM QUE O MUNDO DESCOBRIU O BRASIL";2008;"JOSE CARLOS LOPES ASBEG";"2008-08-05"
290993;"U23D";"U23D";2007;"CATHERINE OWENS";"2008-08-05"
147816;"FIM DO SEM FIM, O";"FIM DO SEM FIM, O";2001;"CAO GUIMARÃES, LUCAS BAMBOZZI E BETO MAGALHÃES";"2008-08-04"
16005526;"BANGKOK DANGEROUS";"PERIGO EM BANGKOK";2008;"OXIDE PANG E DANNY PANG";"2008-08-04"
292062;"CASTELAR E NELSON DANTAS NO PAÍS DOS GENERAIS";"CASTELAR E NELSON DANTAS NO PAÍS DOS GENERAIS";2006;"CARLOS ALBERTO PRATES CORREIA";"2008-07-31"
16006232;"SHORTBUS";"SHORTBUS";2006;"JOHN CAMERON MITCHELL";"2008-07-28"
272536;"SUBURBAN MAYHEM";"VIOLÊNCIA EM FAMÍLIA";2006;"PAUL GOLDMAN";"2008-07-28"
16005557;"CAOS CALMO";"CAOS CALMO";2008;"ANTONIO LUIGI GRIMALDI";"2008-07-23"
288930;"ERA UMA VEZ";"ERA UMA VEZ";2008;"BRENO LUIS MARCAL DA SILVEIRA";"2008-07-23"
16002913;"THE MUMMY: TOMB OF THE DRAGON EMPEROR";"A MÚMIA - TUMBA DO IMPERADOR DRAGÃO";2008;"ROB COHEN";"2008-07-22"
288961;"ENCARNAÇÃO DO DEMÔNIO";"ENCARNAÇÃO DO DEMÔNIO";2008;"JOSE MOJICA MARINS";"2008-07-22"
289481;"BRIGADA PÁRA-QUEDISTA";"BRIGADA PÁRA-QUEDISTA";2007;"EVALDO SERGIO VINAGRE MOCARZEL";"2008-07-22"
16001319;"YOU DON'T MESS WITH THE ZOHAN";"ZOHAN - UM AGENTE BOM DE CORTE";2008;"DENNIS DUGAN";"2008-07-21"
16006001;"LE BALOON ROUGE";"O BALÃO VERMELHO";1956;"ALBERT LAMORISSE";"2008-07-17"
288308;"CRIN BLANC";"O CAVALO BRANCO";1953;"ALBERT LAMORISSE";"2008-07-17"
16000774;"MEET DAVE";"O GRANDE DAVE";2008;"BRIAN ROBBINS";"2008-07-16"
16005461;"STAR WARS: THE CLONE WARS";"STAR WARS: THE CLONE WARS";2008;"DAVE FILONI";"2008-07-16"
15000874;"LEONERA";"LEONERA";2008;"PABLO TRAPERO";"2008-07-11"
285051;"THE WOMEN";"MULHERES...O SEXO FORTE";2008;"DIANE ENGLISH";"2008-07-10"
284389;"THE X-FILES: I WANT TO BELIEVE";"ARQUIVO X: EU QUERO ACREDITAR";2008;"CHRIS CARTER";"2008-07-09"
271230;"NOME PRÓPRIO";"NOME PRÓPRIO";2007;"MURILO NAVARRO DE SALLES";"2008-07-07"
15003034;"THE DARK KNIGHT";"BATMAN O CAVALEIRO DAS TREVAS";2008;"CHRISTOPHER NOLAN";"2008-07-01"
282615;"FLASHBACKS OF A FOOL";"FLASHBACKS OF A FOOL";2008;"BAILLIE WALSH";"2008-07-01"
16005407;"BE KIND, REWIND";"REBOBINE, POR FAVOR";2008;"MICHEL GONDRY";"2008-06-26"
16005420;"GOODBYE BAFANA";"A COR DA LIBERDADE";2007;"BILLE AUGUST";"2008-06-26"
16005490;"LA FILLE COUPÉE EN DEUX";"UMA GAROTA DIVIDIDA EM DOIS";2007;"CLAUDE CHABROL";"2008-06-26"
282503;"DAN IN REAL LIFE";"EU, MEU IRMÃO E NOSSA NAMORADA";2007;"PETER HEDGES";"2008-06-26"
16005443;"LEMON TREE";"OS LIMOEIROS";2008;"ERAN RIKLIS";"2008-06-25"
14025141;"MAMMA MIA";"MAMMA MIA";2008;"PHYLLIDA LLOYD";"2008-06-23"
280533;"O GUERREIRO DIDI E A NINJA LILI";"O GUERREIRO DIDI E A NINJA LILI";2008;"MARCUS VINICIUS MIRANDA FIGUEIREDO";"2008-06-23"
282658;"WANTED";"O PROCURADO";2008;"TIMUR BEKMAMBETOV";"2008-06-23"
16006070;"MALOS HÁBITOS";"MAUS HÁBITOS";2007;"SIMÓN BROSS";"2008-06-20"
16006325;"THE MIST";"O NEVOEIRO";2007;"FRANK DARABONT";"2008-06-20"
16006330;"THE STRANGERS";"OS ESTRANHOS";2008;"BRYAN BERTINO";"2008-06-20"
16006384;"YO SOY LA JUANI";"MEU NOME É JUANI";2006;"BIGAS LUNA";"2008-06-20"
219498;"IN THE VALLEY OF ELAH";"NO VALE DAS SOMBRAS";2007;"PAUL HAGGIS";"2008-06-20"
224356;"RESERVATION ROAD";"TRAÍDOS PELO DESTINO";2007;"TERRY GEORGE";"2008-06-20"
236191;"FLAWLESS";"UM PLANO BRILHANTE";2007;"MICHAEL RADFORD";"2008-06-20"
241400;"JUNO";"JUNO";2007;"JASON REITMAN";"2008-06-20"
259446;"CLOSING THE RING";"UM AMOR PARA TODA VIDA";2007;"RICHARD ATTENBOROUGH";"2008-06-20"
276288;"BALLS OF FURY";"BOLAS EM PÂNICO";2007;"ROBERT BEN GARANT";"2008-06-20"
278604;"FAY GRIMM";"FAY GRIMM";2006;"HAL HARTLEY";"2008-06-20"
278613;"TALK TO ME";"TALK TO ME";2007;"KASI LEMMONS";"2008-06-20"
280212;"S.O.S. SEX ON SNOW";"S.O.S. SEXO NA NEVE";2007;"JEAN YVES LÊ CASTEL";"2008-06-20"
280293;"THE AMERICAN DREAM";"O IMIGRANTE COMEDOR";2006;"B. SKOW";"2008-06-20"
280301;"SAVANNA'S BEEN BLACKMALED";"DOUBLE BLACK BALADA";2006;"BRYAN XIN";"2008-06-20"
280564;"NAKED HOUSEWIVES";"ESPOSINHA DESANCADA";2007;"CHUCK LORDS";"2008-06-20"
280572;"FRESHNESS";"VENENO BOM";2006;"PAUL THOMAS";"2008-06-20"
280633;"READY SET ACTION";"FOREVER: O FILME";2007;"CHUCK LORDS";"2008-06-20"
16001284;"HANCOCK";"HANCOCK";2008;"PETER BERG";"2008-06-18"
16005519;"ASTÉRIX AUX JEUX OLYMPIQUES";"ASTERIX NOS JOGOS OLIMPICOS";2008;"FREDERIC FORESTIER";"2008-06-17"
266112;"O TEMPO E O LUGAR";"O TEMPO E O LUGAR";2007;"EDUARDO ESCOREL DE MORAES";"2008-06-17"
16005561;"CASHBACK";"CASHBACK";2006;"SEAN ELLIS";"2008-06-16"
